Stemming
"['sistem', 'informasi', 'akademik', 'siakad', 'sistem', 'informasi', 'fungsi', 'tangan', 'kelola', 'saji', 'datadata', 'akademik', 'fakultas', 'siakad', 'anggap', 'layan', 'mahasiswa', 'butuh', 'informasi', 'akademik', 'universitas', 'trunojoyo', 'sedia', 'siakad', 'database', 'pusat', 'sistem', 'lebih', 'awat', 'mudah', 'butuh', 'biaya', 'sistem', 'potensi', 'mengahadapi', 'kendalakendala', 'proses', 'transaksi', 'data', 'padat', 'jaring', 'database', 'siakad', 'lambat', 'pemrosesan', 'respon', 'query', 'data', 'simpan', 'pemrosesan', 'kompleks', 'milik', 'lemah', 'sedia', 'data', 'sistem', 'kembang', 'sistem', 'database', 'sistem', 'databases', 'distribusi', 'masingmasing', 'fakultas', 'jadi', 'solusi', 'masalah', 'basisdata', 'distribusi', 'untung', 'milik', 'basisdata', 'pusat', 'awas', 'distribusi', 'reability', 'availability', 'cepat', 'pemrosesan', 'query', 'otonomi', 'local']"
"['jalan', 'koneksi', 'jaring', 'komputer', 'lancar', 'ganggu', 'harap', 'guna', 'tanggung', 'bidang', 'administrator', 'jaring', 'koneksi', 'jaring', 'jalan', 'lancar', 'ganggu', 'nyata', 'lapang', 'jaring', 'komputer', 'skala', 'potensi', 'ganggu', 'rusa', 'koneksi', 'jaring', 'komputer', 'sebab', 'banyak', 'guna', 'padat', 'traffic', 'data', 'jaring', 'komputer', 'jaga', 'tingkat', 'kualitas', 'layan', 'koneksi', 'jaring', 'akses', 'kontrol', 'monitoring', 'level', 'administrator', 'jaring', 'realtime', 'bas', 'mobile', 'atur', 'informasi', 'koneksi', 'jaring', 'akses', 'administrator', 'jaring', 'tuntut', 'ganggu', 'putus', 'koneksi', 'jaring', 'administrator', 'kontrol', 'monitoring', 'sistem', 'kontrol', 'monitoring', 'bas', 'mobile', 'harap', 'bantu', 'tugas', 'administrator', 'kontrol', 'pantau', 'jaring', 'ambil', 'bijak', 'node', 'node', 'koneksi', 'jaring', 'manajemen', 'koneksi', 'port', 'bandwidth', 'mobile', 'benah', 'ganggu', 'jaring', 'pakai', 'jaring', 'klien', 'adu', 'ganggu', 'kunci', 'administrator', 'jaring', 'koneksi', 'jaring', 'akses', 'kontrol', 'monitoring']"
"['web', 'server', 'perangkat', 'lunak', 'server', 'fungsi', 'terima', 'minta', 'http', 'https', 'web', 'client', 'kirim', 'bentuk', 'halamanhalaman', 'web', 'bentuk', 'dokumen', 'html', 'dokumen', 'html', 'kirim', 'dokumen', 'bentuk', 'bahasa', 'markup', 'plaintext', 'dokumen', 'isi', 'kodekode', 'html', 'murni', 'proses', 'enkripsi', 'tuju', 'penelitan', 'aplikasi', 'proxy', 'server', 'terima', 'minta', 'http', 'web', 'client', 'terus', 'web', 'server', 'aplikasi', 'terima', 'respon', 'server', 'proses', 'enkripsi', 'dokumen', 'html', 'dokumen', 'html', 'kirim', 'web', 'client', 'bentuk', 'dokumen', 'html', 'enkripsi', 'web', 'client', 'aplikasi', 'internet', 'explorer', 'mozilla', 'firefox', 'opera', 'aplikasiaplikasi', 'kenal', 'sebut', 'web', 'browser', 'web', 'browser', 'terima', 'dokumen', 'html', 'enkripsi', 'aplikasi', 'proxy', 'server', 'javascript', 'engine', 'web', 'browser', 'proses', 'dekripsi', 'rendering', 'dokumen', 'tampil', 'sesuai', 'asli', 'kode', 'dokumen', 'html', 'menu', 'view', 'source', 'web', 'browser', 'dapat', 'dokumen', 'html', 'enkripsi']"
"['jadwal', 'kuliah', 'guru', 'kompleks', 'masalah', 'variabel', 'timbang', 'jadwal', 'optimal', 'susun', 'jadwal', 'kuliah', 'layak', 'coba', 'temu', 'jadwal', 'baik', 'butuh', 'metode', 'optimasi', 'terap', 'jadwal', 'mata', 'kuliah', 'metode', 'selesai', 'masalah', 'algoritma', 'genetika', 'tugas', 'tuju', 'sistem', 'jadwal', 'matakuliah', 'otomatis', 'hasil', 'optimal', 'hasil', 'teliti', 'algoritma', 'genetika', 'jadwal', 'optimal', 'bukti', 'nilai', 'fitness', 'milik', 'nilai', 'otomatis', 'jadwal', 'bentuk', 'optimal', 'moga', 'aplikasi', 'harap', 'mudah', 'dalam', 'buat', 'jadwal', 'matakuliah', 'mudah', 'cepat', 'kunci', 'algoritma', 'genetika', 'optimasi', 'jadwal']"
"['iring', 'kembang', 'teknologi', 'dunia', 'muncul', 'teknologi', 'augmented', 'reality', 'augmented', 'reality', 'ar', 'upaya', 'gabung', 'dunia', 'maya', 'dunia', 'virtual', 'komputer', 'batas', 'tipis', 'headmounted', 'display', 'hmd', 'contoh', 'hasil', 'teliti', 'augmented', 'reality', 'satusatunya', 'alat', 'dasar', 'teknologiteknologi', 'baru', 'iring', 'jalan', 'augmented', 'reality', 'kembang', 'pesat', 'kembang', 'aplikasi', 'bidang', 'kembang', 'ar', 'library', 'dukung', 'flartoolkit', 'salah', 'satu', 'flartoolkit', 'library', 'dukung', 'augmented', 'reality', 'platform', 'flash', 'dasar', 'sistem', 'ar', 'animasi', 'benda', 'gerak', 'animasi', 'gerak', 'main', 'pingpong', 'mana', 'kolaborasi', 'augmented', 'reality', 'gerak', 'langkah', 'playernya', 'interaksi', 'obyek', 'gerak', 'bola', 'pukul', 'obyek', 'virtual', 'tampil', 'augmented', 'reality']"
"['gerak', 'kerja', 'game', 'milik', 'genre', 'rts', 'realtime', 'strategy', 'gerak', 'kerja', 'milik', 'gerak', 'butuh', 'dekat', 'konsep', 'ai', 'desain', 'perilaku', 'kerja', 'perilaku', 'karakter', 'tambah', 'ai', 'artifical', 'intelegent', 'perilaku', 'hidup', 'realistis', 'teliti', 'ai', 'finite', 'state', 'machine', 'finite', 'state', 'machine', 'tentu', 'gerak', 'kerja', 'parameterparameter', 'dasar', 'gerak', 'simulasi', 'game', 'rts', 'game', 'engine', 'hasil', 'oleh', 'teliti', 'terap', 'metode', 'finite', 'state', 'machine', 'tentu', 'gerak', 'kerja', 'dasar', 'parameter', 'harta', 'prajurit', 'kondisi', 'bangun', 'stockpile', 'resources', 'bawa', 'kunci', 'game', 'realtime', 'strategy', 'gerak', 'kerja', 'finite', 'state', 'machine']"
"['kembang', 'game', 'pesat', 'alternative', 'minat', 'bentuk', 'game', 'cerita', 'media', 'saji', 'ada', 'game', 'gambar', 'budaya', 'indonesia', 'daerah', 'pulau', 'madura', 'hitung', 'rasa', 'luntur', 'budaya', 'indonesia', 'anak', 'bangsa', 'minat', 'game', 'sarana', 'kenal', 'budaya', 'asli', 'madura', 'aplikasi', 'game', 'olahraga', 'gari', 'pulau', 'madura', 'kerap', 'sapi', 'bangun', 'aplikasi', 'game', 'kerap', 'sapi', 'upaya', 'lestari', 'budaya', 'bangsa', 'pulau', 'madura', 'upaya', 'buat', 'game', 'budaya', 'bangun', 'game', 'awat', 'sapi', 'karapan', 'metode', 'logika', 'fuzzy', 'fuzzy', 'logic', 'menginputkan', 'parameter', 'kuat', 'sehat', 'sapi', 'karapan', 'tentu', 'harga', 'jual', 'sapi', 'karapan', 'game', 'awat', 'sapi', 'karapan', 'kunci', 'game', 'kerap', 'sapi', 'awat', 'sapi', 'kerap', 'budaya', 'madura']"
"['sistem', 'kenal', 'wajah', 'sistem', 'nali', 'identitas', 'wajah', 'manusia', 'teknologi', 'identifikasi', 'tubuh', 'manusia', 'unik', 'wajah', 'manusia', 'khusus', 'bidang', 'identifikasi', 'kenal', 'wajah', 'manusia', 'manfaat', 'olah', 'analisis', 'citra', 'wajah', 'peran', 'proses', 'kenal', 'wajah', 'manusia', 'sistem', 'manfaat', 'sistem', 'aman', 'bidang', 'biometrika', 'teliti', 'bangun', 'perangkat', 'lunak', 'kenal', 'citra', 'wajah', 'manusia', 'metode', 'two', 'dimensional', 'linear', 'discriminant', 'analysis', 'dlda', 'tentu', 'karakteristik', 'wajah', 'manusia', 'tahap', 'klasifikasi', 'metode', 'angular', 'separation', 'ukur', 'mirip', 'data', 'latih', 'training', 'data', 'uji', 'coba', 'testing', 'proses', 'testing', 'gambar', 'wajah', 'tahu', 'identitas', 'uji', 'coba', 'aplikasi', 'klasifikasi', 'angular', 'separation', 'oleh', 'akurasi', 'kenal', 'pose', 'citra', 'wajah', 'latih', 'pose', 'citra', 'wajah', 'uji', 'coba', 'testing', 'data', 'ratus', 'citra', 'wajah', 'manusia', 'ambil', 'database', 'orl', 'puluh', 'eigen', 'kunci', 'sistem', 'kenal', 'wajah', 'two', 'dimensional', 'linear', 'discriminant', 'analysis', 'angular', 'separation']"
"['teknologi', 'mobile', 'game', 'beroperating', 'system', 'open', 'source', 'kembang', 'pesat', 'ragam', 'variasi', 'mobile', 'game', 'milik', 'minat', 'kalang', 'dasar', 'kembang', 'kembang', 'mobile', 'game', 'teliti', 'mobile', 'game', 'asah', 'mampu', 'berfikir', 'kembang', 'implementasi', 'algoritma', 'prim', 'depth', 'first', 'search', 'buat', 'algoritma', 'prim', 'terap', 'buat', 'lintas', 'maze', 'algoritma', 'depth', 'first', 'search', 'terap', 'proses', 'cari', 'solusi', 'hasil', 'uji', 'simpul', 'algoritma', 'prim', 'depth', 'first', 'search', 'fungsi', 'resolusi', 'screen', 'x', 'pixels', 'bentuk', 'lintas', 'cari', 'solusi', 'maze', 'kunci', 'mobile', 'game', 'android', 'algoritma', 'prim', 'algoritma', 'depth', 'first', 'search']"
"['kantor', 'badan', 'pegawai', 'kota', 'bangkal', 'instansi', 'perintah', 'gerak', 'bidang', 'layan', 'pegawai', 'tingkat', 'kualitas', 'layan', 'sistem', 'informasi', 'memonitoring', 'bantu', 'proses', 'kerja', 'dinas', 'teliti', 'bahas', 'terap', 'architecture', 'enterprise', 'bkd', 'bangkal', 'menggunakkan', 'metode', 'togaf', 'adm', 'mengimplementa', 'sikannya', 'dalam', 'implementasi', 'aplikasi', 'enterprise', 'bentuk', 'padu', 'egovernment', 'bangkal', 'togaf', 'adm', 'milik', 'komponen', 'utama', 'arsitektur', 'bisnis', 'arsitektur', 'data', 'arsitektur', 'teknologi', 'arsitektur', 'aplikasi', 'inti', 'togaf', 'architecture', 'enterprise', 'aspek', 'teliti', 'bahas', 'ancang', 'sistem', 'arsitektur', 'sistem', 'informasi', 'bkd', 'bangkal', 'subsistem', 'egovernment', 'bangkal', 'togaf', 'adm', 'tuju', 'hasil', 'sistem', 'aplikasi', 'administrasi', 'kantor', 'badan', 'pegawai', 'daerah', 'bangkal', 'blue', 'print', 'baik', 'efisiensi', 'nyaman', 'aksesibilitas', 'layan', 'publik', 'kunci', 'arsitektur', 'interprise', 'togaf', 'adm', 'arsitektur', 'bisnis', 'arsitektur', 'data', 'arsitektur', 'aplikasi', 'arsitektur', 'teknologi']"
